node,task_id,mean_est
amphost001,3,49.02363636363636
amphost001,4,48.81565217391305
amphost001,8,48.33154362416108
amphost001,10,48.27635135135135
amphost001,11,48.52317073170732
amphost001,13,49.01711711711713
amphost001,16,48.9990909090909
amphost001,19,0.6492227979274611
amphost001,21,47.076470588235296
amphost001,22,48.315662650602405
amphost001,24,49.16923076923077
amphost001,25,48.88870967741936
amphost001,26,49.01176470588236
amphost001,27,48.78521739130434
amphost001,29,48.34630872483222
amphost001,32,48.834782608695654
amphost001,34,48.53132530120482
amphost001,37,48.66935483870968
amphost001,41,48.24527027027027
amphost001,42,0.5076530612244898
amphost001,45,49.11428571428572
amphost001,46,48.299324324324324
amphost001,48,48.74695652173913
amphost002,0,0.2764397905759163
amphost002,1,5.5
amphost002,2,0.3722222222222218
amphost002,5,2.1071428571428577
amphost002,6,0.3770813361846471
amphost002,7,0.7
amphost002,9,0.2135118402724036
amphost002,12,0.0
amphost002,14,17.250000000000014
amphost002,15,33.49647887323945
amphost002,17,0.3346666666666666
amphost002,18,1.3346153846153843
amphost002,20,0.5579831932773108
amphost002,23,0.540552677029361
amphost002,28,0.5293478260869565
amphost002,30,4.021428571428573
amphost002,31,33.16800465386853
amphost002,33,8.345238095238091
amphost002,35,31.023560209424083
amphost002,36,31.978571428571428
amphost002,38,0.0
amphost002,39,16.923560209424082
amphost002,40,3.9111111111111097
amphost002,43,2.3082417582417585
amphost002,44,28.680703066566938
amphost002,47,4.896478873239436
amphost002,49,1.7829670329670328
